                                                                                                    0x00001505
ABILITIES                                                                                           0x5987c381
TAB_ATTRIBUTES                                                                                      0x3b3e7502
TAB_BEHAVIORS                                                                                       0xc36b11d2
TAB_COLLECTION_QUESTS                                                                               0x9fe59651
TAB_COMPLETED_QUESTS                                                                                0x499598ca
TAB_CURRENT_QUESTS                                                                                  0xa35c998e
TAB_TACTICS                                                                                         0x066e06b6
TACTICS_OPTION_OFF_DESC                                                                             0xa9a71f3c
TACTICS_OPTION_OFF_NAME                                                                             0xa9a1a2aa
TACTICS_OPTION_ON_DESC                                                                              0x4c7fa9b2
TACTICS_OPTION_ON_NAME                                                                              0x4c80e124
TACTICS_OPTION_PREFERRED_DESC                                                                       0x108a0696
TACTICS_OPTION_PREFERRED_NAME                                                                       0x108f5e00
TACTICS_OPTION_TITLE                                                                                0x3c402efd
TARGET_COLOR_TEMPLATE                                                                               0x9b0749f9
TEXT_DOWNLOADSTATUS                                                                                 0x59d0dda7
TH Giant Weapon                                                                                     0x5ac06a2e
TH Right                                                                                            0xf5a74659
TH Weapon                                                                                           0xa4227b5b
THANK_YOU                                                                                           0x03c2f7a1
TIME                                                                                                0x7c87e1f0
TIME_COST                                                                                           0x6cfa9564
TIME_REMAINING                                                                                      0x43cb1953
TITLE                                                                                               0x0d83f885
TODAY_CHALLENGE_TITLE                                                                               0xeaf9dc01
TOGGLE_OFF                                                                                          0x72650d07
TOGGLE_ON                                                                                           0xc567e929
TOWER_MAGES                                                                                         0xfe4c319c
TOWER_TEMPLAR                                                                                       0x6a01c952
TRACK_CHALLENGE                                                                                     0xa39dca76
TRAVELING                                                                                           0x57ed96bd
TabControl                                                                                          0xc5d3fa95
TabFilter                                                                                           0x66957e12
TacticalZoom                                                                                        0x6728b997
Tattoo Color                                                                                        0xfc54b46d
Tattoo Design                                                                                       0x83e17842
Team1                                                                                               0x0d930069
Team2                                                                                               0x0d93006a
Team3                                                                                               0x0d93006b
Team5                                                                                               0x0d93006d
Team6                                                                                               0x0d93006e
TeamFriendly                                                                                        0x8474365f
TeamHostileA                                                                                        0x5ae00779
TeamHostileB                                                                                        0x5ae0077a
TeamNeutral                                                                                         0x01a6fccd
TerrainQuality                                                                                      0xe6ff151f
Terrified Bystander 1                                                                               0x9c7c8d42
Terrified Bystander2                                                                                0x69972b01
TessellationQuality                                                                                 0x9b4adba1
TextLanguage                                                                                        0x463af68a
TextureQuality                                                                                      0xe9ecc1f7
TrialChanceToPromoteEnemies                                                                         0xbefca39c
TrialClearFocusAtCamp                                                                               0xe636f038
TrialDoubleFollowerDisapprovals                                                                     0x05dff07e
TrialEnemyScaleToPlayer                                                                             0x01775b8d
TrialHalfXPGain                                                                                     0xf4e020cd
TrialNoSupplyCaches                                                                                 0x28cc446a
TrialSuperBears                                                                                     0x680f31c1
TrialWeakHealingPotions                                                                             0x40d35c0f
TriangleButton                                                                                      0x5d41869d
True                                                                                                0x7c881713
TutorialNotification                                                                                0x5b3a55e4
TutorialNotification2                                                                               0xc2851256
TutorialNotification3                                                                               0xc2851257
TutorialNotification4                                                                               0xc2851250
UI/Static/Icons/MPCards/charCard_Alchemist_Colour                                                   0x8e1ffb07
UI/Static/Icons/MPCards/charCard_ArcaneWarrior_Colour                                               0x5f7b333f
UI/Static/Icons/MPCards/charCard_Archer_Colour                                                      0xa9d5e9a8
UI/Static/Icons/MPCards/charCard_Assassin_Colour                                                    0x715084c0
UI/Static/Icons/MPCards/charCard_Bard_Color                                                         0xba1c6467
UI/Static/Icons/MPCards/charCard_DarkMage_Colour                                                    0x42469955
UI/Static/Icons/MPCards/charCard_Elementalist_Colour                                                0x567d635a
UI/Static/Icons/MPCards/charCard_Hunter_Colour                                                      0x552e9d17
UI/Static/Icons/MPCards/charCard_Isabela_Color                                                      0x95e8d063
UI/Static/Icons/MPCards/charCard_Katari_Colour                                                      0x6d3fc603
UI/Static/Icons/MPCards/charCard_Keeper_Colour                                                      0xe1112dcb
UI/Static/Icons/MPCards/charCard_Legionnaire_Colour                                                 0x7c4fa5d0
UI/Static/Icons/MPCards/charCard_Reaver_Colour                                                      0xb93a1d10
UI/Static/Icons/MPCards/charCard_Saarabas_colour                                                    0x1c0a1b17
UI/Static/Icons/MPCards/charCard_Sister_Color                                                       0x4f7e06d8
UI/Static/Icons/MPCards/charCard_SkyWatch_Color                                                     0x663592da
UI/Static/Icons/MPCards/charCard_Templar_Colour                                                     0xe53e0f34
UNKNOWN_LABEL                                                                                       0xa7b60a34
UNSET_BANNER                                                                                        0x1b2af3f7
UNSET_PORTRAIT                                                                                      0x3a1611f4
UNSET_TITLE                                                                                         0x19f0b2c3
UNTRACK_CHALLENGE                                                                                   0x8562006d
UP0006                                                                                              0xb121bfa6
UPLOADING                                                                                           0x729b21c6
UPLOAD_CONTINUE                                                                                     0xbe985278
UPLOAD_ERROR                                                                                        0x52b1e1c1
UPLOAD_RETRY                                                                                        0x51879a11
USERSAVE                                                                                            0x2d5a26f5
Under-Brow Color                                                                                    0x19589375
Under-Brow Intensity                                                                                0xbdb7ad67
Under-Eye Color                                                                                     0x0f453c84
UndergrowthQuality                                                                                  0x1c9e8bf1
UploadCharacterProfile                                                                              0x56992ad4
UploadGameplayFeedback                                                                              0xc2b660c5
VERIFYINGDISKSPACE                                                                                  0xadae1723
VOICE_TEST                                                                                          0x7adfacba
VSyncEnabled                                                                                        0xbd18d351
Val Royeaux Circle Mage                                                                             0x4318146f
Val Royeaux Dwarf Merchant                                                                          0xd4a76adf
Val Royeaux Elven Servant                                                                           0xcd3db34e
Val Royeaux Merchant 1                                                                              0x67acd588
Val Royeaux Merchant 2                                                                              0x67acd58b
Val Royeaux Nobleman                                                                                0x9f7f0f3b
Val Royeaux Soldier                                                                                 0xd1498339
Varric                                                                                              0xbb3fa458
Vertical Position                                                                                   0x19a1484e
VerticalSync                                                                                        0x00c7b4f0
Vibration                                                                                           0xa7870bf7
Visage of the Divine                                                                                0x1f6c2523
Vivienne                                                                                            0xf935cb45
Voice                                                                                               0x0d7638b3
VoiceOverLanguage                                                                                   0x2de95baf
VoipBehavior                                                                                        0xafa2bf89
VoipRXVolume                                                                                        0x3c1dba47
WEAPONCRAFTING                                                                                      0xd6f183e5
WEAPON_CRAFTING_MENU_ITEM                                                                           0xbc49757c
WEAPON_UPGRADES                                                                                     0xe4242bdb
WEAPON_UPGRADES_MENU_ITEM                                                                           0x9196cf3d
WILLPOWER                                                                                           0x5f65a544
WITHDRAW                                                                                            0xc89eeb07
WS Shield                                                                                           0x8b59691e
WS Sword                                                                                            0xf4aae37c
WS Sword Big                                                                                        0x4e15a8f0
WS_Sword                                                                                            0x898594e3
W_TabControl_DefaultTab                                                                             0x25aa05de
WarTableMapChoiceId_LeftMap                                                                         0x8e7e471d
WarTableMapChoiceId_RightMap                                                                        0xc0445026
WaterInteractQuality                                                                                0xd5e6c3ef
WeaponCrafting                                                                                      0xfad497e5
WeaponUpgrades                                                                                      0x0c293aa4
Well of Sorrows                                                                                     0x5d15f309
Wounded Soldier                                                                                     0xb6e09f49
Wounded Soldier 1                                                                                   0xf1859158
Wounded Soldier 2                                                                                   0xf185915b
XBox_LB_Load                                                                                        0xdd2a1440
XBox_RB_Load                                                                                        0x765f51de
XBox_RStick_Load                                                                                    0x5761107a
XButton                                                                                             0x14bfe1eb
XP                                                                                                  0x005975cd
XPBAR_LEVEL_TEXT                                                                                    0x673a7517
XPIcon                                                                                              0xd86225a6
XboxLT                                                                                              0xdbf8f550
XboxRB                                                                                              0xdbf8f798
XboxRT                                                                                              0xdbf8f78e
YButton                                                                                             0x93ddc2ea
ZOOM_IN                                                                                             0x6123f88a
ZOOM_OUT                                                                                            0x85a313e3
ZoomSensitivity                                                                                     0x4d15465f
[CSMStateReference]                                                                                 0x43292482
[Ebx] DA3/Configurations/Difficulty/anticipation_difficultyfloat []                                 0x41f65d1a
[Ebx] DA3/Configurations/Difficulty/breaker_armor_difficultyfloat []                                0xcd129bfb
[Ebx] DA3/Configurations/Difficulty/breaker_guardbarrier_difficultyfloat []                         0xf38259c0
[Ebx] DA3/Configurations/Difficulty/creature-cooldown_difficultyfloat []                            0x8d3c2dbc
[Ebx] DA3/Configurations/Difficulty/creature_combatstartcooldown_difficultyfloat []                 0xb118f238
[Ebx] DA3/Configurations/Difficulty/creaturemomentum_difficultyfloat []                             0x02d0abc4
[Ebx] DA3/Configurations/Difficulty/damagemultiplier_difficultyfloat []                             0x90cd85af
[Ebx] DA3/Configurations/Difficulty/globalspeed_difficultyfloat []                                  0x5ec59ca3
[Ebx] DA3/Configurations/Difficulty/healthmultiplier_difficultyfloat []                             0x14fb8438
[Ebx] DA3/Configurations/Difficulty/intensity_difficultyfloat []                                    0x33e4d460
[Ebx] DA3/Configurations/Difficulty/leveloffset_difficultyfloat []                                  0x90187b34
[Ebx] DA3/Configurations/Difficulty/movementspeed_difficultyfloat []                                0x7c83a24b
[Ebx] DA3/Configurations/Difficulty/negative-effect-duration_difficultyfloat []                     0xc1475a45
[Ebx] DA3/Configurations/Difficulty/resistance_difficultyfloat []                                   0xd4b0a22c
[Ebx] DA3/Configurations/Difficulty/resistance_immunity_difficultyfloat []                          0xcb7b3b05
[Ebx] DA3/Configurations/Difficulty/resistance_weakness_difficultyfloat []                          0xed73d100
[Ebx] DA3/Configurations/Difficulty/resurrect_health_difficultyfloat []                             0x0642444f
[Ebx] DA3/Configurations/Difficulty/trial_promote_chance_difficultyfloat []                         0xb82fa931
[Ebx] DA3/DesignContent/Cameras/WarRoom/Locators/WR_Choice_Start_LocId []                           0x3e47840e
[Ebx] DA3/DesignContent/Cameras/WarRoom/Locators/WR_Choice_Start_Target_LocId []                    0xbb482e80
[Ebx] DA3/DesignContent/Cameras/WarRoom/Locators/WR_ConnectionsChoice_LocId []                      0x652e1594
[Ebx] DA3/DesignContent/Cameras/WarRoom/Locators/WR_ConnectionsStore_LocId []                       0x12d3e360
[Ebx] DA3/DesignContent/Cameras/WarRoom/Locators/WR_ForcesChoice_LocId []                           0x87f2f45f
[Ebx] DA3/DesignContent/Cameras/WarRoom/Locators/WR_ForcesStore_LocId []                            0x85ecfc0b
[Ebx] DA3/DesignContent/Cameras/WarRoom/Locators/WR_MapTableZoom_LocId []                           0x4af0d74f
[Ebx] DA3/DesignContent/Cameras/WarRoom/Locators/WR_MapTable_LocId []                               0x6672c878
[Ebx] DA3/DesignContent/Cameras/WarRoom/Locators/WR_MapTable_Target_LocId []                        0x0124d6f6
[Ebx] DA3/DesignContent/Cameras/WarRoom/Locators/WR_OperationLocator_LocId []                       0xd83449e7
[Ebx] DA3/DesignContent/Cameras/WarRoom/Locators/WR_SecretsChoice_LocId []                          0x635d1c54
[Ebx] DA3/DesignContent/Cameras/WarRoom/Locators/WR_SecretsStore_LocId []                           0x681d51a0
[Ebx] DA3/DesignContent/Cameras/WarRoom/Locators/WR_WarRoomStart_LocId []                           0x05943081
[Ebx] DA3/DesignContent/Cameras/WarRoom/Locators/WR_WarRoomStart_Target_LocId []                    0x4f33226f
[Ebx] DA3/DesignContent/PrefabComponents/General/Cameras/CMP_Transition1_Camera_identifier []       0x53c3bbbf
[Ebx] DA3/DesignContent/PrefabComponents/General/Cameras/CMP_Transition1_Target_identifier []       0x4bfb8957
[Ebx] DA3/Equipment/Paperdoll/Locators/ItemLocator_2H []                                            0xa03e8bf8
[Ebx] DA3/Equipment/Paperdoll/Locators/ItemLocator_2HPommel []                                      0x23aafc8e
[Ebx] DA3/Equipment/Paperdoll/Locators/ItemLocator_2H_Grip []                                       0x871628ab
[Ebx] DA3/Equipment/Paperdoll/Locators/ItemLocator_Bianca []                                        0xf3394964
[Ebx] DA3/Equipment/Paperdoll/Locators/ItemLocator_Default []                                       0xf39f25a9
[Ebx] DA3/Equipment/Paperdoll/Locators/ItemLocator_Immobile []                                      0x2bc81d26
[Ebx] DA3/Equipment/Paperdoll/Locators/ItemLocator_LowerBody []                                     0xfd8dfa11
[Ebx] DA3/Equipment/Paperdoll/Locators/ItemLocator_PropDefault []                                   0xd36f56f4
[Ebx] DA3/Equipment/Paperdoll/Locators/ItemLocator_Shield []                                        0x1d0d3e9d
[Ebx] DA3/Equipment/Paperdoll/Locators/ItemLocator_StaffBlade []                                    0x6fad1e4a
[Ebx] DA3/Equipment/Paperdoll/Locators/ItemLocator_StaffHead []                                     0x2a42724c
[Ebx] DA3/Equipment/Paperdoll/Locators/ItemLocator_UpperBody []                                     0x72c50290
[Ebx] DA3/Equipment/Paperdoll/PaperdollWeaponLocatorIdentifier []                                   0x10fca680
[Ebx] DA3/Levels/MultiplayerMenu/Camera/MultiplayerMenuItemsLookat_locid []                         0x579b5776
[Ebx] DA3/Levels/MultiplayerMenu/Camera/MultiplayerMenuItems_locid []                               0x9a1dea84
[Ebx] DA3/Levels/MultiplayerMenu/Camera/MultiplayerMenuLoadoutLookat_locid []                       0xb815ebd8
[Ebx] DA3/Levels/MultiplayerMenu/Camera/MultiplayerMenuLoadout_locid []                             0xc012042a
[Ebx] DA3/Levels/MultiplayerMenu/Camera/MultiplayerMenuLobbyPlayer1LookAt_locid []                  0xe2010a68
[Ebx] DA3/Levels/MultiplayerMenu/Camera/MultiplayerMenuLobbyPlayer1_locid []                        0xe73149ba
[Ebx] DA3/Levels/MultiplayerMenu/Camera/MultiplayerMenuLobbyPlayer2LookAt_locid []                  0xf24fad0b
[Ebx] DA3/Levels/MultiplayerMenu/Camera/MultiplayerMenuLobbyPlayer3LookAt_locid []                  0x01fea22a
[Ebx] DA3/Levels/MultiplayerMenu/Camera/MultiplayerMenuLobbyPlayer4LookAt_locid []                  0xbee387cd
[Ebx] DA3/Levels/MultiplayerMenu/Camera/MultiplayerMenuSocialLookat_locid []                        0x1e0f09eb
[Ebx] DA3/Levels/MultiplayerMenu/Camera/MultiplayerMenuSocial_locid []                              0x3a932519
[Ebx] DA3/Levels/MultiplayerMenu/Camera/MultiplayerMenuSubMenu_locid []                             0x9cb94d75
[Ebx] DA3/Levels/MultiplayerMenu/Camera/MultiplayerMenuSubmenuLookat_locid []                       0xd62374a7
[Ebx] DA3/Levels/MultiplayerMenu/Camera/MultiplayerMenuTreasureChestLookat_locid []                 0xedb9a5ea
[Ebx] DA3/Levels/MultiplayerMenu/Camera/MultiplayerMenuTreasureChest_locid []                       0xcc9e8818
[Ebx] DA3/designcontent/Cameras/WarRoom/Locators/WR_ConnectionsChoiceTarget_LocId []                0x855c2d65
[Ebx] DA3/designcontent/Cameras/WarRoom/Locators/WR_ConnectionsStoreTarget_LocId []                 0xcb630411
[Ebx] DA3/designcontent/Cameras/WarRoom/Locators/WR_ForcesChoiceTarget_LocId []                     0x7e6f7eae
[Ebx] DA3/designcontent/Cameras/WarRoom/Locators/WR_ForcesStoreTarget_LocId []                      0x0fbeee7a
[Ebx] DA3/designcontent/Cameras/WarRoom/Locators/WR_MadeChoice_LocatorZoom []                       0x42df6eae
[Ebx] DA3/designcontent/Cameras/WarRoom/Locators/WR_MapTableTopLevel_Target_LocId []                0xd7caf5eb
[Ebx] DA3/designcontent/Cameras/WarRoom/Locators/WR_MapTableZoom2_LocId []                          0x7eb4729d
[Ebx] DA3/designcontent/Cameras/WarRoom/Locators/WR_MapTable_Target2_LocId []                       0x17e9b4c4
[Ebx] DA3/designcontent/Cameras/WarRoom/Locators/WR_Perks_Global_LocId []                           0x8c183431
[Ebx] DA3/designcontent/Cameras/WarRoom/Locators/WR_Perks_Global_Target_LocId []                    0xeecd3fdf
[Ebx] DA3/designcontent/Cameras/WarRoom/Locators/WR_SecretsChoiceTarget_LocId []                    0xd0f5f525
[Ebx] DA3/designcontent/Cameras/WarRoom/Locators/WR_SecretsStoreTarget_LocId []                     0x8f87d151
[Ebx] Systems/CharacterCreation/ClassSelectionCinebot/Class1Locator []                              0x5312b4d2
[Ebx] Systems/CharacterCreation/ClassSelectionCinebot/Class2Locator []                              0xd1395ad1
[Ebx] Systems/CharacterCreation/ClassSelectionCinebot/Class3Locator []                              0x2d62ed50
card_Ferelden                                                                                       0x91b00a99
card_Orlais                                                                                         0x64e29b24
card_difficulty_easy                                                                                0x46996dec
card_difficulty_nightmare                                                                           0xe3721f45
card_difficulty_normal                                                                              0x593f3c51
card_difficulty_veteran                                                                             0xebc85ebd
card_fem_dwarf                                                                                      0x75e2a6f9
card_fem_elf                                                                                        0x9253aed0
card_fem_human                                                                                      0x75994b00
card_fem_qun                                                                                        0x92537db5
card_mage                                                                                           0xb8b46300
card_male_dwarf                                                                                     0x5f1f0a52
card_male_elf                                                                                       0x14c6537b
card_male_human                                                                                     0x5ff4c22b
card_male_qun                                                                                       0x14c61f9e
card_rogue                                                                                          0xd0ddaa24
card_rogue_archer                                                                                   0x5b138554
card_secrets2                                                                                       0x47c5ee59
card_warrior                                                                                        0x14a8ce6c
card_warrior_shield                                                                                 0x769a896c
charBkg_HumanMage                                                                                   0xf22edb5d
charBkg_HumanNoble                                                                                  0x37886739
charBkg_qun                                                                                         0x53313ce6
codex                                                                                               0x0a8c2710
codex_Char_Celene                                                                                   0x11d0000c
codex_Char_Corypheus                                                                                0x7ed02574
codex_Char_Dagna                                                                                    0x8c18f2e5
codex_Char_Hawke                                                                                    0x8b403458
codex_Char_Loghain                                                                                  0xa5a1e482
codex_Char_Lucius                                                                                   0xfd69873d
codex_Char_Morrigan                                                                                 0x69f4818b
codex_Char_Mounts                                                                                   0xfab5ab76
codex_Char_Samson                                                                                   0x36dda245
codex_Char_Stroud                                                                                   0x35fbd663
codex_Char_Xenon                                                                                    0x8c63c49a
codex_Char_alexius                                                                                  0xd65d1297
codex_Char_anora                                                                                    0x8e6a697b
codex_Char_briala                                                                                   0x5aa25e3d
codex_Char_clarel                                                                                   0x57766e3d
codex_Char_default                                                                                  0xfc3c2763
codex_Char_duchess                                                                                  0x21524c37
codex_Char_erimond                                                                                  0x343547de
codex_Char_fiona                                                                                    0x8ea01287
codex_Char_justinia                                                                                 0xbfb0953f
codex_Char_roderick                                                                                 0x108f2c67
codex_Crafting                                                                                      0xc51e472d
codex_Cre_ArcaneHorror                                                                              0xc2e1a164
codex_Cre_Archer                                                                                    0xbf9d4c8b
codex_Cre_AugustRam                                                                                 0xd617421b
codex_Cre_Bear                                                                                      0xb800f5d0
codex_Cre_Behemoth                                                                                  0x279c8c90
codex_Cre_BlackWolf                                                                                 0x25417171
codex_Cre_Bronto                                                                                    0xbd2a314e
codex_Cre_Bruiser                                                                                   0x605e9b0c
codex_Cre_CaveMole                                                                                  0x4e1f235e
codex_Cre_Corpse                                                                                    0xba370e7c
codex_Cre_Despair                                                                                   0xaf61eb9c
codex_Cre_Dragon                                                                                    0xb87cbf75
codex_Cre_Dragonling                                                                                0x1f41af39
codex_Cre_Dreamer                                                                                   0xc85dff8c
codex_Cre_Druffalo                                                                                  0xae071985
codex_Cre_Enchanter                                                                                 0xf87c6c28
codex_Cre_Fear                                                                                      0xb7fee654
codex_Cre_Footsoldier                                                                               0x6cdd50bc
codex_Cre_Giant                                                                                     0xb7c9b7f1
codex_Cre_GreatBear                                                                                 0x9d73b0f5
codex_Cre_Guardsman                                                                                 0x6b0b8df0
codex_Cre_Gurn                                                                                      0xb7fe8b4a
codex_Cre_Halla                                                                                     0xb8d47e6c
codex_Cre_Heyena                                                                                    0xd322ff5a
codex_Cre_Horror                                                                                    0xd274da1e
codex_Cre_Hurlock                                                                                   0x5b788580
codex_Cre_HurlockAlpha                                                                              0xb392dd54
codex_Cre_Knight                                                                                    0xcba711b3
codex_Cre_Lurker                                                                                    0xcb75ef93
codex_Cre_Mabari                                                                                    0xc7788750
codex_Cre_Mage2                                                                                     0xb8783198
codex_Cre_Nightmare                                                                                 0xa6cb4803
codex_Cre_Nug                                                                                       0xd707dd78
codex_Cre_Phoenix                                                                                   0xaa476b89
codex_Cre_PoisonSpider                                                                              0x53fd7179
codex_Cre_PrideDemon                                                                                0x4b875e43
codex_Cre_Prowler                                                                                   0x80e4e885
codex_Cre_Rage                                                                                      0xb809cb95
codex_Cre_Revenant                                                                                  0xc0f27a75
codex_Cre_Shade                                                                                     0xb933049f
codex_Cre_Shadow                                                                                    0xdf939742
codex_Cre_Snoufleur                                                                                 0xd3c81b0b
codex_Cre_Tusket                                                                                    0xdbee70ec
codex_Cre_WhiteFox                                                                                  0x4e94e912
codex_Cre_Wyvern                                                                                    0xd539ea85
codex_Cre_Zangolia                                                                                  0x57de063d
codex_Cre_alistair                                                                                  0x92203c3d
codex_Cre_buzzard                                                                                   0x5fe3fc84
codex_Cre_darkspawn                                                                                 0x745c1303
codex_Cre_deepstalker                                                                               0x978d9726
codex_Cre_envy                                                                                      0xb8100de0
codex_Cre_ghoul                                                                                     0xba76749d
codex_Cre_guardsman2                                                                                0xb8c78f22
codex_Cre_gurgut                                                                                    0x0a27f3c2
codex_Cre_iantSpider                                                                                0x6976056f
codex_Cre_redHart                                                                                   0x0afde0b8
codex_Lore_default                                                                                  0x7215656f
codex_Magic_default                                                                                 0x084cadba
codex_Notes                                                                                         0x492b892c
codex_PLACES_Default                                                                                0x66c527b3
codex_Places_Fade                                                                                   0x51ab387e
codex_ShadowLayer                                                                                   0x178f036a
codex_Tales_Japan                                                                                   0xdb4760cb
codex_TreasureMaps                                                                                  0xa77962b3
codex_char_calpernia                                                                                0xf25aa1c7
codex_char_gaspard                                                                                  0xb1e6843a
codex_char_heroFerelden                                                                             0xb84b892f
codex_dlcBlue_jav                                                                                   0x98a30ef8
codex_dlcBlue_saarabas                                                                              0x63767a15
codex_dlcBlue_saareth                                                                               0xebbdb77d
codex_dlcBlue_vidisala                                                                              0x6de06da8
codex_finale_Blk                                                                                    0x132cf73c
codex_finale_Bull                                                                                   0x78cbbeee
codex_finale_Cass                                                                                   0x78c82bfb
codex_finale_Cole                                                                                   0x78c8251c
codex_finale_Cul                                                                                    0x132cd903
codex_finale_Jo                                                                                     0x6d2fe77c
codex_finale_Var                                                                                    0x132cc4dc
codex_finale_Viv                                                                                    0x132cc3d0
codex_finale_dor                                                                                    0x132c6ee0
codex_finale_lel                                                                                    0x132c4d3c
codex_item_default                                                                                  0xeb15af8e
codex_org_default                                                                                   0x9dc36141
codex_tip_CraftingMats                                                                              0xd458bc14
codex_tip_Default                                                                                   0x9c6d55d6
codex_tip_MPGold                                                                                    0x9b485640
codex_tip_MPKillStreak                                                                              0xf184d6b8
codex_tip_Mount                                                                                     0x42e6bdb0
codex_tip_Potions2                                                                                  0xe14d94df
codex_tip_combat1                                                                                   0xb556989a
codex_tip_combat2                                                                                   0xb5569899
codex_tip_combat_Rogue                                                                              0x3eaa863e
codex_tip_combat_battlemenu                                                                         0xd8a996cd
codex_tip_combat_focus                                                                              0x3d66d918
codex_tip_combat_guard                                                                              0x3d48cdf1
codex_tip_combat_hp                                                                                 0x65609aec
codex_tip_combat_mage                                                                               0x3ff08d7a
codex_tip_combat_stam                                                                               0x3fe4bbbf
codex_tip_combat_war                                                                                0x11737730
codex_tip_items_acc                                                                                 0x29f4bea5
codex_tip_items_armor                                                                               0x7a274a27
codex_tip_items_legsnBoots                                                                          0x25f28052
codex_tip_items_runes                                                                               0x7bb117db
codex_tip_items_upgrades                                                                            0xd8d29667
codex_tip_items_wep                                                                                 0x29f50b66
codex_tip_potion_health                                                                             0x66977fbd
codex_tip_potion_thres                                                                              0xc5e6e5b9
codex_tip_potions_reserve                                                                           0xbd1816f2
codex_tip_thekeep                                                                                   0x125e94ff
codex_tooltip1                                                                                      0x1b467d2b
codex_tooltip2                                                                                      0x1b467d28
codex_tooltip3                                                                                      0x1b467d29
codex_tooltip4                                                                                      0x1b467d2e
crafting                                                                                            0x28464907
critpath                                                                                            0x3972cd44
epBar                                                                                               0x09dfecc1
gc1_gc1_TemplarSergeant                                                                             0x3689e74b
gold                                                                                                0x7c6ec8e5
levelup                                                                                             0x05db8f76
loot                                                                                                0x7c6f243d
map                                                                                                 0x0b8743b9
normal                                                                                              0x623e3436
npc_gc1_TemplarGuard_01                                                                             0x4ee71805
nullptr                                                                                             0xede53f68
operation                                                                                           0x5f1742f0
player                                                                                              0x7165e6d6
